id,tweet,polarity,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
1999580088,it's times like this I wish I could put new songs onto my ipod. it's britney spears and lady gaga-less ,0,times like wish could put new songs onto ipod britney spears lady gaga-les,it's times like this i wish i could put new songs onto my ipod it's britney spears and lady gaga-les,times like wish could put new songs onto ipod britney spears lady gaga-les,times like wish could put new songs onto ipod britney spears lady gaga-less,times like wish could put new songs onto ipod britney spears lady gaga-les,times like wish could put new songs onto ipod britney spears lady gaga-les,times like wish could put new songs onto ipod britney spears lady gaga-les
1468006992,had a great ending to a great day!  Being brave pays off.  Thank you Jesus-seriously.  Now off to watch the Hills and then bed!,4,great ending great day brave pays thank jesus-seriously watch hils bed,had a great ending to a great day being brave pays off thank you jesus-seriously now off to watch the hils and then bed,great ending great day brave pays thank jesus-seriously watch hils bed,great ending great day brave pays thank jesus-seriously watch hills bed,great ending great day brave pays thank jesus-seriously watch hils bed,great ending great day brave pays thank jesus-seriously watch hils bed,great ending great day brave pays thank jesus-seriously watch hils bed
1834017698,I think i officially killed my ipod ,0,think officially kiled ipod,i think i officially kiled my ipod,think officially kiled ipod,think officially killed ipod,think officially kiled ipod,think officially kiled ipod,think officially kiled ipod
1996477797,even though i should be in bed im watching videos on youtube   i love watching the final dance in step up 2..... http://tinyurl.com/mg8ppc,4,even though bed im watching videos youtube love watching final dance step ... htp://tinyurl.com/mgpc,even though i should be in bed im watching videos on youtube i love watching the final dance in step up ...,even though bed im watching videos youtube love watching final dance step 2 ...,even though bed im watching videos youtube love watching final dance step ...,even though bed im watching videos youtube love watching final dance step ...,even though bed im watching videos youtube love watching final dance step ...,even though bed im watching videos youtube love watching final dance step ...
1467901623,@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. ,4,@doniewahlberg give joy ... years amazing man lucky know,@doniewahlberg you give me joy ... and you have for years you are such an amazing man and we are all lucky to know you,@doniewahlberg give joy ... years amazing man lucky know,@donniewahlberg give joy ... years amazing man lucky know,@doniewahlberg give joy ... years amazing man lucky know,@doniewahlberg give joy ... years amazing man lucky know,give joy ... years amazing man lucky know
1468699618,skateboarder snowboarder breakdancer surfer NASA person               then ill be famous,4,skateboarder snowboarder breakdancer surfer nasa person ill famous,skateboarder snowboarder breakdancer surfer nasa person then ill be famous,skateboarder snowboarder breakdancer surfer nasa person ill famous,skateboarder snowboarder breakdancer surfer nasa person ill famous,skateboarder snowboarder breakdancer surfer nasa person ill famous,skateboarder snowboarder breakdancer surfer nasa person ill famous,skateboarder snowboarder breakdancer surfer nasa person ill famous
2198556918,Think I figured out my Xbox Live auto sign-in problem...but Live is down so I can't test it   Don't really want to broadcast my SSID tho.,0,think figured xbox live auto sign-in problem ... live can not test do not really want broadcast sid though,think i figured out my xbox live auto sign-in problem ... but live is down so i can not test it do not really want to broadcast my sid though,think figured xbox live auto sign-in problem ... live can not test do not really want broadcast sid though,think figured xbox live auto sign-in problem ... live can not test do not really want broadcast ssid though,think figured xbox live auto sign-in problem ... live can not test do not really want broadcast sid tho,think figured xbox live auto sign-in problem ... live can't test really want broadcast sid though,think figured xbox live auto sign-in problem ... live can not test do not really want broadcast sid though
1467988951,@DrSecret Nice to meet you too buddy ,4,@drsecret nice meet buddy,@drsecret nice to meet you too buddy,@drsecret nice meet buddy,@drsecret nice meet buddy,@drsecret nice meet buddy,@drsecret nice meet buddy,nice meet buddy
2058997597,@Larissa_Ione I LOVED Taming the Fire! I emailed sydney croft with all the reasons why ,4,@larisa_ione loved taming fire emailed sydney croft reasons,@larisa_ione i loved taming the fire i emailed sydney croft with all the reasons why,@larisa_ione loved taming fire emailed sydney croft reasons,@larissa_ione loved taming fire emailed sydney croft reasons,@larisa_ione loved taming fire emailed sydney croft reasons,@larisa_ione loved taming fire emailed sydney croft reasons,_ione loved taming fire emailed sydney croft reasons
1984821892,Aw man I've actual made myself sick by being hooked on nasal spray  my nose and throat are fucked ,0,aw man i've actual made sick hooked nasal spray nose throat fucked,aw man i've actual made myself sick by being hooked on nasal spray my nose and throat are fucked,aw man i've actual made sick hooked nasal spray nose throat fucked,aw man i've actual made sick hooked nasal spray nose throat fucked,aw man i've actual made sick hooked nasal spray nose throat fucked,aw man i've actual made sick hooked nasal spray nose throat fucked,aw man i've actual made sick hooked nasal spray nose throat fucked
2016400783,@mdietrich that`s why you should go for holiday as soon ! (whithout iPhone &amp; notebook) ,4,@mdietrich go holiday soon whithout iphone notebook,@mdietrich that s why you should go for holiday as soon whithout iphone notebook,@mdietrich go holiday soon whithout iphone notebook,@mdietrich go holiday soon whithout iphone notebook,@mdietrich go holiday soon whithout iphone notebook,@mdietrich go holiday soon whithout iphone notebook,go holiday soon whithout iphone notebook
2015650812,I am still 98 yrs old on Facebook. How How How?   ,0,still yrs old facebok,i am still yrs old on facebok how how how,still 98 yrs old facebok,still yrs old facebook,still yrs old facebok,still yrs old facebok,still yrs old facebok
1467862998,"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? ",4,@lhawthorn coincidence stalking twitter feed gsoc news ;) i'm great thanks,@lhawthorn what a coincidence i was just stalking your twitter feed and the gsoc news ;) i'm doing great thanks how about you,@lhawthorn coincidence stalking twitter feed gsoc news ;) i'm great thanks,@lhawthorn coincidence stalking twitter feed gsoc news ;) i'm great thanks,@lhawthorn coincidence stalking twitter feed gsoc news ;) i'm great thanks,@lhawthorn coincidence stalking twitter feed gsoc news ;) i'm great thanks,coincidence stalking twitter feed gsoc news happy i'm great thanks
2013303495,@ColinCancer HAHA  very funny! So what or who encouraged you to create a Twitter?,4,@colincancer haha funny encouraged create twitter,@colincancer haha very funny so what or who encouraged you to create a twitter,@colincancer haha funny encouraged create twitter,@colincancer haha funny encouraged create twitter,@colincancer haha funny encouraged create twitter,@colincancer haha funny encouraged create twitter,haha funny encouraged create twitter
1467893730,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday ",0,@alicayaba cute hey miss na seeing girls everyday,@alicayaba so cute hey i miss you na its not the same not seeing you girls everyday,@alicayaba cute hey miss na seeing girls everyday,@alicayaba cuuute hey miss na seeing girls everyday,@alicayaba cute hey miss na seeing girls everyday,@alicayaba cute hey miss na seeing girls everyday,cute hey miss na seeing girls everyday
1687099098,road trip with the boy.  so far we have discovered an Obama cafe. haha,4,road trip boy far discovered obama cafe haha,road trip with the boy so far we have discovered an obama cafe haha,road trip boy far discovered obama cafe haha,road trip boy far discovered obama cafe haha,road trip boy far discovered obama cafe haha,road trip boy far discovered obama cafe haha,road trip boy far discovered obama cafe haha
2174872978,"@Ayerad no, well  i hope not. He could ha hasnt been at school fer a wile  but @koast08 doesnt believe he had cancer",0,@ayerad well hope could ha hasnt school fer wile @koast doesnt believe cancer,@ayerad no well i hope not he could ha hasnt been at school fer a wile but @koast doesnt believe he had cancer,@ayerad well hope could ha hasnt school fer wile @koast08 doesnt believe cancer,@ayerad well hope could ha hasnt school fer wile @koast doesnt believe cancer,@ayerad well hope could ha hasnt school fer wile @koast doesnt believe cancer,@ayerad well hope could ha hasnt school fer wile @koast doesnt believe cancer,well hope could ha hasnt school fer wile doesnt believe cancer
